3/1/19 13:19,oh’,i,see,now,that,the,2,year,russian,collusion,case,has,fallen,apart,there,was,no,collusion,except,bye,crooked,hillary,and,the,democrats,they,say,“gee,i,have,an,idea,let’s,look,at,trump’s,finances,and,every,deal,he,has,ever,done,let’s,follow,discredited,michael,cohen.....,,,,,,,,
5/3/19 17:06,had,a,long,and,very,good,conversation,with,president,putin,of,russia,as,i,have,always,said,long,before,the,witch,hunt,started,getting,along,with,russia,china,and,everyone,is,a,good,thing,not,a,bad,thing....,,,,,,,,,,,,,,,,,,,
7/3/19 14:47,congratulations,to,navy,seal,eddie,gallagher,his,wonderful,wife,andrea,and,his,entire,family,you,have,been,through,much,together,glad,i,could,help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/19 0:27,“if,dozens,of,federal,prosecutors,spent,two,years,trying,to,charge,you,with,a,crime,and,found,they,couldn’t,it,would,mean,there,wasn’t,any,evidence,you,did,it,-,and,that’s,what,happened,here,-,that’s,what,we,just,learned,from,the,mueller,report.”,@tuckercarlson,,,,,,,,,,,
8/9/19 18:44,....to,inflame,and,cause,chaos,they,create,their,own,violence,and,then,try,to,blame,others,they,are,the,TRUE,racists,and,are,very,bad,for,our,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/19 15:42,sorry,i,don’t,buy,rep,tlaib’s,tears,i,have,watched,her,violence,craziness,and,most,importantly,words,for,far,too,long,now,tears,she,hates,israel,and,all,jewish,people,she,is,an,anti-semite,she,and,her,3,friends,are,the,new,face,of,the,democrat,party,live,with,it,,,,,,,
5/3/19 22:55,i,am,continuing,to,monitor,the,censorship,of,american,citizens,on,social,media,platforms,this,is,the,united,states,of,america,—,and,we,have,what’s,known,as,freedom,of,speech,we,are,monitoring,and,watching,closely,,,,,,,,,,,,,,,,,,,,
6/16/19 13:55,happy,father’s,day,to,all,including,my,worst,and,most,vicious,critics,of,which,there,are,fewer,and,fewer,this,is,a,fantastic,time,to,be,an,american,keep,america,great,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/19 13:56,it,was,great,meeting,some,of,our,outstanding,young,military,personnel,who,were,wounded,in,both,syria,and,afghanistan,their,wounds,are,deep,but,their,spirit,is,sooo,high,they,will,recoverer,&amp,be,back,very,soon,america,loves,them,walter,reed,hospital,is,amazing,-,thank,you,all,,,,,,,,
3/29/19 1:16,beautiful,#magarally,tonight,in,grand,rapids,michigan,-,thank,you,i,love,you,make,america,great,again,https://t.co/3xlmoaatr5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/19 10:49,94%,approval,rating,within,the,republican,party,thank,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/19 13:10,keep,america,great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/19 19:08,it,is,my,honor,today,to,announce,that,danny,burch,a,united,states,citizen,who,has,been,held,hostage,in,yemen,for,18,months,has,been,recovered,and,reunited,with,his,wife,and,children,i,appreciate,the,support,of,the,united,arab,emirates,in,bringing,danny,home...,,,,,,,,,,
3/15/19 11:41,my,warmest,sympathy,and,best,wishes,goes,out,to,the,people,of,new,zealand,after,the,horrible,massacre,in,the,mosques,49,innocent,people,have,so,senselessly,died,with,so,many,more,seriously,injured,the,u.s,stands,by,new,zealand,for,anything,we,can,do,god,bless,all,,,,,,,,,
5/4/19 12:00,so,great,to,watch,this,https://t.co/pyoiljm0pz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/19 0:46,no,debate,on,election,security,should,go,forward,without,first,agreeing,that,voter,id,(identification),must,play,a,very,strong,part,in,any,final,agreement,without,voter,id,it,is,all,so,meaningless,,,,,,,,,,,,,,,,,,,,,,,,
4/19/19 11:53,statements,are,made,about,me,by,certain,people,in,the,crazy,mueller,report,in,itself,written,by,18,angry,democrat,trump,haters,which,are,fabricated,&amp,totally,untrue,watch,out,for,people,that,take,so-called,“notes”,when,the,notes,never,existed,until,needed,because,i,never....,,,,,,,,,,,
7/4/19 12:41,people,are,coming,from,far,and,wide,to,join,us,today,and,tonight,for,what,is,turning,out,to,be,one,of,the,biggest,celebrations,in,the,history,of,our,country,salute,to,america,an,all,day,event,at,the,lincoln,memorial,culminating,with,large,scale,flyovers,of,the,most,modern.....,,,,,,
2/9/19 0:50,north,korea,under,the,leadership,of,kim,jong,un,will,become,a,great,economic,powerhouse,he,may,surprise,some,but,he,won’t,surprise,me,because,i,have,gotten,to,know,him,&amp,fully,understand,how,capable,he,is,north,korea,will,become,a,different,kind,of,rocket,-,an,economic,one,,,,,,
5/8/19 15:18,great,news,for,ohio,just,spoke,to,mary,barra,ceo,of,general,motors,who,informed,me,that,subject,to,a,uaw,agreement,etc,gm,will,be,selling,their,beautiful,lordstown,plant,to,workhorse,where,they,plan,to,build,electric,trucks,gm,will,also,be,spending,"$700,000,000 ",in,ohio...,,,,,,,,,
10/2/19 14:16,congressman,adam,schiff,should,resign,for,the,crime,of,after,reading,a,transcript,of,my,conversation,with,the,president,of,ukraine,(it,was,perfect),fraudulently,fabricating,a,statement,of,the,president,of,the,united,states,and,reading,it,to,congress,as,though,mine,he,is,sick,,,,,,,,,,,
7/17/19 11:18,....they,are,destroying,the,democrat,party,i’m,appalled,that,so,many,of,our,presidential,candidates,are,falling,all,over,themselves,to,try,to,agree,with,the,four,horsewomen,of,the,apocalypse,i’m,entitled,to,say,that,they’re,wack,jobs.”,louisiana,senator,john,kennedy,,,,,,,,,,,,,,
4/24/19 11:18,the,american,people,deserve,to,know,who,is,in,this,country,yesterday,the,supreme,court,took,up,the,census,citizenship,question,a,really,big,deal,make,america,great,again,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/19 12:46,robert,mueller,was,a,god-like,figure,to,the,democrats,until,he,ruled,no,collusion,in,the,long,awaited,"$30,000,000 ",mueller,report,now,the,dems,don’t,even,acknowledge,his,name,have,become,totally,unhinged,and,would,like,to,go,through,the,whole,process,again,it,won’t,happen,,,,,,,,,,,
4/12/19 13:37,president,obama’s,top,white,house,lawyer,gregory,b,craig,was,indicted,yesterday,on,very,serious,charges,this,is,a,really,big,story,but,the,fake,news,new,york,times,didn’t,even,put,it,on,page,one,rather,page,16,@washingtonpost,not,much,better,“tiny”,page,one,corrupt,news,,,,,,,,,
7/15/19 21:08,....they,are,anti-israel,pro,al-qaeda,and,comment,on,the,11-Sep,attack,“some,people,did,something.”,radical,left,democrats,want,open,borders,which,means,drugs,crime,human,trafficking,and,much,more....,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/19 13:20,wonderful,church,service,at,camp,david,thank,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/19 17:10,today,i,am,also,directing,the,department,of,justice,to,propose,legislation,ensuring,that,those,who,commit,hate,crimes,and,mass,murders,face,the,death,penalty,-,and,that,this,capital,punishment,be,delivered,quickly,decisively,and,without,years,of,needless,delay,https://t.co/bdxdpelk7f,,,,,,,,,,,,,,
2/9/19 0:33,my,representatives,have,just,left,north,korea,after,a,very,productive,meeting,and,an,agreed,upon,time,and,date,for,the,second,summit,with,kim,jong,un,it,will,take,place,in,hanoi,vietnam,on,february,27,&amp,28,i,look,forward,to,seeing,chairman,kim,&amp,advancing,the,cause,of,peace,,,,,
8/11/19 2:47,anthony,scaramucci,who,was,quickly,terminated,(11,days),from,a,position,that,he,was,totally,incapable,of,handling,now,seems,to,do,nothing,but,television,as,the,all,time,expert,on,“president,trump.”,like,many,other,so-called,television,experts,he,knows,very,little,about,me.....,,,,,,,,,,,,
5/1/19 13:03,no,collusion,no,obstruction,besides,how,can,you,have,obstruction,when,not,only,was,there,no,collusion,(by,trump),but,the,bad,actions,were,done,by,the,“other”,side,the,greatest,con-job,in,the,history,of,american,politics,,,,,,,,,,,,,,,,,,,
1/6/19 12:01,“we,simply,cannot,allow,people,to,pour,into,the,united,states,undetected,undocumented,unchecked...”,barrack,obama,2005,i,voted,when,i,was,a,senator,to,build,a,barrier,to,try,to,prevent,illegal,immigrants,from,coming,in...”,hillary,clinton,2015,,,,,,,,,,,,,,,,,
10/19/19 2:59,susan,rice,who,was,a,disaster,to,president,obama,as,national,security,advisor,is,now,telling,us,her,opinion,on,what,to,do,in,syria,remember,red,line,in,the,sand,that,was,obama,millions,killed,no,thanks,susan,you,were,a,disaster.,,,,,,,,,,,,,,
4/12/19 16:38,....the,radical,left,always,seems,to,have,an,open,borders,open,arms,policy,–,so,this,should,make,them,very,happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/19 0:05,democrats,just,blocked,@foxnews,from,holding,a,debate,good,then,i,think,i’ll,do,the,same,thing,with,the,fake,news,networks,and,the,radical,left,democrats,in,the,general,election,debates,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/19 22:27,just,spoke,to,mary,barra,ceo,of,general,motors,about,the,lordstown,ohio,plant,i,am,not,happy,that,it,is,closed,when,everything,else,in,our,country,is,booming,i,asked,her,to,sell,it,or,do,something,quickly,she,blamed,the,uaw,union,—,i,don’t,care,i,just,want,it,open,,,
2/22/19 0:27,we,are,here,to,honor,the,extraordinary,contributions,of,african-americans,to,every,aspect,of,american,life,history,and,culture,from,the,earliest,days,of,this,nation,african-american,leaders,pioneers,&amp,visionaries,have,uplifted,&amp,inspired,our,country...https://t.co/vuflkfd12j,,,,,,,,,,,,,,,,,,,,
6/12/19 12:46,the,fake,news,has,never,been,more,dishonest,than,it,is,today,thank,goodness,we,can,fight,back,on,social,media,their,new,weapon,of,choice,is,fake,polling,sometimes,referred,to,as,suppression,polls,(they,suppress,the,numbers),had,it,in,2016,but,this,is,worse.....,,,,,,,,,,
10/4/19 1:27,aoc,is,a,wack,job,https://t.co/lu3hieek0c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/19 17:13,congratulations,to,prime,minister,@narendramodi,and,his,bjp,party,on,their,big,election,victory,great,things,are,in,store,for,the,us-india,partnership,with,the,return,of,pm,modi,at,the,helm,i,look,forward,to,continuing,our,important,work,together,,,,,,,,,,,,,,,,
6/18/19 1:20,....long,before,they,get,to,our,southern,border,guatemala,is,getting,ready,to,sign,a,safe-third,agreement,the,only,ones,who,won’t,do,anything,are,the,democrats,in,congress,they,must,vote,to,get,rid,of,the,loopholes,and,fix,asylum,if,so,border,crisis,will,end,quickly,,,,,,,,,
9/30/19 23:59,https://t.co/djlyoma7kb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/19 16:57,nervous,nancy,pelosi,is,a,disgrace,to,herself,and,her,family,for,having,made,such,a,disgusting,statement,especially,since,i,was,with,foreign,leaders,overseas,there,is,no,evidence,for,such,a,thing,to,have,been,said,nervous,nancy,&amp,dems,are,getting,zero,work,done,in,congress....,,,,,,,,
2/13/19 15:01,the,gallup,poll,just,announced,that,69%,of,our,great,citizens,expect,their,finances,to,improve,next,year,a,16,year,high,nice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/19 16:09,.@jussiesmollett,-,what,about,maga,and,the,tens,of,millions,of,people,you,insulted,with,your,racist,and,dangerous,comments,#maga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/19 3:47,i,look,forward,to,speaking,with,prime,minister,modi,about,the,fact,that,india,for,years,having,put,very,high,tariffs,against,the,united,states,just,recently,increased,the,tariffs,even,further,this,is,unacceptable,and,the,tariffs,must,be,withdrawn,,,,,,,,,,,,,,,,
2/3/19 22:03,with,caravans,marching,through,mexico,and,toward,our,country,republicans,must,be,prepared,to,do,whatever,is,necessary,for,strong,border,security,dems,do,nothing,if,there,is,no,wall,there,is,no,security,human,trafficking,drugs,and,criminals,of,all,dimensions,-,keep,out,,,,,,,,,,,,
8/23/19 14:59,our,country,has,lost,stupidly,trillions,of,dollars,with,china,over,many,years,they,have,stolen,our,intellectual,property,at,a,rate,of,hundreds,of,billions,of,dollars,a,year,&amp,they,want,to,continue,i,won’t,let,that,happen,we,don’t,need,china,and,frankly,would,be,far....,,,,,,,,
5/6/19 3:05,.....the,witch,hunt,is,over,but,we,will,never,forget,make,america,great,again,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/19 22:42,....talks,with,mexico,will,resume,tomorrow,with,the,understanding,that,if,no,agreement,is,reached,tariffs,at,the,5%,level,will,begin,on,monday,with,monthly,increases,as,per,schedule,the,higher,the,tariffs,go,the,higher,the,number,of,companies,that,will,move,back,to,the,usa,,,,,,,,,
7/12/19 2:29,do,you,believe,this,kind,of,bravery,amazing,drug,seizure,watch,https://t.co/m1kkbfic4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
